User ID,LOCATION,CLASS,SMS
 user98768, San Francisco,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk"
 traveler792, Paris,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
 foodlover2471, Mumbai,spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Â£1.50 to rcv"
 nostalgiacat126, Berlin,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
 user12348, Toronto,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
 @user126, New York,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
 user459, Los Angeles,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
 moviefan792, London,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
 forumuser4, Toronto,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
 foodie25, Paris,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
 shopper126, San Francisco,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
 musiclover459, Berlin,spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
 testimonialuser4, Sydney,spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
 user2121, New York,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
 user2454, Los Angeles,spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
 bookworm792, London,spam,FreeMsg>FAV XMAS TONES!Reply REAL
 shopper792, San Francisco,spam,FROM 88066 LOST Â£12 HELP
 travelenthusiast4, Sydney,ham,From here after The performance award is calculated every two month.not for current one month period..
 foodlover126, Mumbai,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Â£1.50 min MobcudB more
 musiclover792, Berlin,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
 user792, Toronto,ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
 thrillseeker4, Orlando,ham,Geeeee ... I love you so much I can barely stand it
 @user127, New York,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
 user460, Los Angeles,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
 moviefan793, London,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
 forumuser5, Toronto,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
 foodie26, Paris,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
 shopper127, San Francisco,spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
 musiclover460, Berlin,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
 testimonialuser5, Sydney,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
 user2787, New York,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
 user3120, Los Angeles,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Â£1.50 per wk 2 opt out send STOP 08452810071 16
 bookworm793, London,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
 shopper793, San Francisco,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
 travelenthusiast5, Sydney,ham,Gibbs unsold.mike hussey
 foodlover127, Mumbai,ham,Gimme a few was  &lt;#&gt;  minutes ago
 musiclover793, Berlin,ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
 user793, Toronto,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
 thrillseeker5, Orlando,ham,Going for dinner.msg you after.
 buyer127, Chicago,ham,Going on nothing great.bye
 musicfan460, Paris,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
 user1238, Sydney,ham,Going to take your babe out ?
 cinephile793, Los Angeles,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
 shopper460, New York,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
 booklover127, London,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
 buyer793, San Francisco,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
 traveler460, Sydney,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
 traveladdict5, Paris,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
 foodie793, Mumbai,ham,Good Morning my Dear........... Have a great &amp; successful day.
 gymrat127, Berlin,ham,"Good stuff, will do."
 user991, Toronto,ham,Good words.... But words may leave u in dismay many times.
 thrillseeker6, Orlando,ham,Good. Good job. I like entrepreneurs
 customer127, Chicago,ham,Goodmorning sleeping ga.
 musiclover991, London,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
 user7894, Sydney,ham,Got c... I lazy to type... I forgot Ã¼ in lect... I saw a pouch but like not v nice...
 foodie127, Paris,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
 shopper250, Los Angeles,ham,Got it. Seventeen pounds for seven hundred ml â€“ hope ok.
 bookworm571, London,ham,Got meh... When?
 shopper7894, New York,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
 user9880, San Francisco,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
 musiclover7894, Sydney,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
 foodcritic127, Mumbai,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
 playlistlover460, Berlin,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
 user24684, Toronto,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
 thrillseeker793, Orlando,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
 buyer7894, Chicago,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
 musicfan571, London,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
 user123460, Sydney,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
 foodie250, Los Angeles,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
 moviegoer793, London,ham,Great. Never been better. Each day gives even more reasons to thank God
 gamer127, New York,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd
 traveler250, Paris,ham,Gud mrng dear hav a nice day
 bookworm250, San Francisco,ham,Gud mrng dear hav a nice day
 audiophile793, Berlin,ham,Gud mrng dear have a nice day
 testimonialuser6, Sydney,ham,Gudnite....tc...practice going on
 shopper4571, Chicago,ham,Gudnite....tc...practice going on
 musiclover1238, Paris,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
 user98769, Toronto,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
 traveler793, Paris,spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
 foodlover2472, Mumbai,ham,Ha ha cool cool chikku chikku:-):-DB-)
 nostalgiacat127, Berlin,ham,Ha ha ha good joke. Girls are situation seekers.
 user12349, Toronto,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
 foodlover250, Mumbai,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
 tvfan127, Los Angeles,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
 musicenthusiast5, London,spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save Â£s with Free texts/weekend calls. Text YES for a callback orno to opt out
 user2472, Sydney,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
 thrillseeker7, Orlando,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
 buyer1238, Chicago,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
 artlover127, Paris,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
 foodcritic250, Mumbai,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
 relaxmusiclover, Berlin,ham,Haf u found him? I feel so stupid da v cam was working.
 happyuser127, Toronto,ham,"Haha awesome, be there in a minute"
 travelenthusiast6, Sydney,ham,"Haha get used to driving to usf man, I know a lot of stoners"
 shopper571, Los Angeles,ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
 bookworm7894, London,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
 happyshopper5, New York,ham,Hahaha..use your brain dear
 user98769, San Francisco,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
 traveler793, Paris,ham,hanks lotsly!
 foodlover2472, Mumbai,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
 nostalgiacat127, Berlin,ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
 user12349, Toronto,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
 @user127, New York,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
 user460, Los Angeles,ham,Have a good evening! Ttyl
 moviefan793, London,ham,Have a good evening! Ttyl
 forumuser5, Toronto,ham,Have you finished work yet? :)
 foodie26, Paris,ham,Have you got Xmas radio times. If not i will get it now
 shopper127, San Francisco,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
 musiclover460, Berlin,ham,Having lunch:)you are not in online?why?
 testimonialuser5, Sydney,ham,He also knows about lunch menu only da. . I know
 user2787, New York,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
 user3120, Los Angeles,ham,He is a womdarfull actor
 bookworm793, London,ham,He is there. You call and meet him
 shopper793, San Francisco,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
 travelenthusiast5, Sydney,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
 foodlover127, Mumbai,ham,"He will, you guys close?"
 musiclover793, Berlin,ham,Headin towards busetop
 user793, Toronto,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
 thrillseeker5, Orlando,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
 @user128, New York,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
 user461, Los Angeles,spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
 moviefan794, London,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
 forumuser6, Toronto,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
 foodie27, Paris,ham,Hello! Good week? Fancy a drink or something later?
 shopper128, San Francisco,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
 musiclover461, Berlin,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
 testimonialuser6, Sydney,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
 user3453, New York,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
 user3786, Los Angeles,ham,here is my new address -apples&pairs&all that malarky
 bookworm794, London,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
 shopper794, San Francisco,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
 travelenthusiast6, Sydney,ham,Hey company elama po mudyadhu.
 foodlover128, Mumbai,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
 musiclover794, Berlin,ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
 user794, Toronto,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
 thrillseeker6, Orlando,ham,Hey i will be late ah... Meet you at 945+
 buyer128, Chicago,ham,Hey leave it. not a big deal:-) take care.
 musicfan461, Paris,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
 user1239, Sydney,ham,Hey you told your name to gautham ah?
 cinephile794, Los Angeles,ham,Hey. You got any mail?
 shopper461, New York,ham,Hey... Why dont we just go watch x men and have lunch... Haha 
 booklover128, London,ham,Hi :)finally i completed the course:)
 buyer794, San Francisco,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
 traveler461, Sydney,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
 traveladdict6, Paris,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
 foodie794, Mumbai,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
 gymrat128, Berlin,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
 user992, Toronto,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
 thrillseeker7, Orlando,ham,Hi da:)how is the todays class?
 customer128, Chicago,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
 musiclover992, London,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
 user7895, Sydney,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
 foodie128, Paris,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
 shopper251, Los Angeles,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
 bookworm572, London,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
 shopper7895, New York,ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
 user9881, San Francisco,spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
 musiclover7895, Sydney,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenÂ’t sent u 1 in ages started driving so stay off roads!RVx
 foodcritic128, Mumbai,ham,Hi msg me:)i'm in office..
 playlistlover461, Berlin,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
 user24685, Toronto,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
 thrillseeker794, Orlando,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
 buyer7895, Chicago,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
 musicfan572, London,spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
 user123461, Sydney,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
 foodie251, Los Angeles,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
 moviegoer794, London,spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
 gamer128, New York,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
 traveler251, Paris,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
 bookworm251, San Francisco,ham,Hmm .. Bits and pieces lol ... *sighs* ...
 audiophile794, Berlin,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
 testimonialuser7, Sydney,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
 shopper4572, Chicago,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
 musiclover1239, Paris,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
 user98770, Toronto,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
 traveler794, Paris,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
 foodlover2473, Mumbai,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
 nostalgiacat128, Berlin,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
 user12350, Toronto,ham,Ho ho - big belly laugh! See ya tomo
 foodlover251, Mumbai,ham,Home so we can always chat
 tvfan128, Los Angeles,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
 musicenthusiast6, London,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
 user2473, Sydney,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
 thrillseeker8, Orlando,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
 buyer1239, Chicago,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
 artlover128, Paris,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
 foodcritic251, Mumbai,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
 relaxmusiclover, Berlin,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
 happyuser128, Toronto,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
 travelenthusiast7, Sydney,spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
 shopper572, Los Angeles,ham,How long does applebees fucking take
 bookworm7895, London,ham,"How long has it been since you screamed, princess?"
 happyshopper6, New York,ham,How many licks does it take to get to the center of a tootsie pop?
 user98770, San Francisco,ham,How much r Ã¼ willing to pay?
 traveler794, Paris,ham,How would my ip address test that considering my computer isn't a minecraft server
 foodlover2473, Mumbai,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡C C RingtoneÂ¡
 nostalgiacat128, Berlin,ham,Huh so early.. Then Ã¼ having dinner outside izzit?
 user12350, Toronto,ham,Huh so late... Fr dinner?
 @user128, New York,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
 user461, Los Angeles,ham,"Hurry up, I've been weed-deficient for like three days"
 moviefan794, London,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
 forumuser6, Toronto,ham,I accidentally deleted the message. Resend please.
 foodie27, Paris,ham,I am going to sao mu today. Will be done only at 12 
 shopper128, San Francisco,ham,I am great princess! What are you thinking about me? :)
 musiclover461, Berlin,ham,I am great! How are you?
 testimonialuser6, Sydney,spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
 user3453, New York,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
 user3786, Los Angeles,ham,"I am in tirupur da, once you started from office call me."
 bookworm794, London,ham,"I am real, baby! I want to bring out your inner tigress..."
 shopper794, San Francisco,ham,I am taking half day leave bec i am not well
 travelenthusiast6, Sydney,ham,I am waiting machan. Call me once you free.
 foodlover128, Mumbai,ham,I asked you to call him now ok
 musiclover794, Berlin,ham,I borrow ur bag ok.
 user794, Toronto,ham,"I call you later, don't have network. If urgnt, sms me."
 thrillseeker6, Orlando,ham,I called and said all to him:)then he have to choose this future.
 @user129, New York,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
 user462, Los Angeles,ham,I cant pick the phone right now. Pls send a message
 moviefan795, London,ham,I cant pick the phone right now. Pls send a message
 forumuser7, Toronto,ham,I come n pick Ã¼ up... Come out immediately aft ur lesson...
 foodie28, Paris,ham,I dled 3d its very imp
 shopper129, San Francisco,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
 musiclover462, Berlin,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
 testimonialuser7, Sydney,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
 user4119, New York,ham,"I dont knw pa, i just drink milk.."
 user4452, Los Angeles,ham,"I don't think I can get away for a trek that long with family in town, sorry"
 bookworm795, London,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
 shopper795, San Francisco,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
 travelenthusiast7, Sydney,ham,I had askd u a question some hours before. Its answer
 foodlover129, Mumbai,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
 musiclover795, Berlin,ham,I have many dependents
